time, BuyerID, SellerID, Price, Quantity
0, 4, 1, 106.140595, 3
1, 4, 2, 100.483975, 6
2, 4, 1, 104.422795, 3
2, 4, 2, 107.949694, 9
3, 4, 1, 108.908033, 10
3, 4, 2, 105.764444, 7
4, 4, 1, 108.701742, 1
4, 4, 1, 108.701742, 10
4, 4, 2, 104.391054, 1
7, 4, 1, 104.503820, 10
7, 4, 1, 104.503820, 5
8, 4, 2, 104.862677, 15
10, 4, 1, 107.844473, 2
10, 4, 2, 107.380871, 16
11, 4, 1, 109.026327, 2
11, 4, 1, 109.026327, 10
12, 4, 2, 107.657217, 10
12, 4, 2, 107.657217, 6
14, 4, 1, 108.071528, 14
14, 4, 1, 108.071528, 4
15, 4, 2, 106.950126, 3
16, 4, 1, 105.700893, 4
16, 4, 2, 107.610464, 5
17, 4, 1, 106.739223, 4
17, 4, 1, 106.739223, 8
18, 4, 1, 106.464293, 12
18, 4, 1, 106.464293, 2
19, 4, 2, 105.741819, 9
20, 4, 1, 107.593713, 2
20, 4, 2, 109.655586, 7
20, 4, 2, 109.655586, 13
21, 4, 2, 105.631752, 7
21, 4, 2, 105.631752, 12
23, 4, 1, 108.157871, 8
23, 4, 1, 108.157871, 12
25, 4, 1, 109.126824, 8
25, 4, 1, 109.126824, 5
26, 4, 1, 106.671885, 12
26, 4, 2, 107.956775, 3
26, 4, 2, 107.956775, 1
28, 4, 1, 104.821841, 7
28, 4, 2, 106.886983, 12
28, 4, 2, 106.886983, 3
30, 4, 1, 108.615049, 7
30, 4, 2, 108.359394, 10
30, 4, 2, 108.359394, 8
32, 4, 1, 108.505176, 12
32, 4, 1, 108.505176, 8
33, 4, 1, 106.181938, 12
33, 4, 1, 106.181938, 1
34, 4, 2, 108.550655, 8
35, 4, 1, 104.813357, 11
35, 4, 1, 104.813357, 3
37, 4, 2, 105.790286, 3
38, 4, 1, 108.690151, 12
38, 4, 2, 105.418033, 2
38, 4, 2, 105.418033, 17
39, 4, 2, 107.524006, 3
39, 4, 2, 107.524006, 11
41, 4, 2, 108.229304, 9
41, 4, 2, 108.229304, 10
42, 4, 2, 108.606504, 10
42, 4, 2, 108.606504, 10
44, 4, 1, 104.976819, 5
44, 4, 2, 107.295206, 5
44, 4, 2, 107.295206, 14
46, 4, 1, 109.682209, 3
46, 4, 2, 107.297712, 3
46, 4, 2, 107.297712, 5
47, 4, 2, 104.784280, 5
48, 4, 1, 107.048992, 10
48, 4, 1, 107.048992, 2
50, 4, 1, 107.352268, 13
50, 4, 2, 105.420897, 5
50, 4, 2, 105.420897, 15
53, 4, 1, 108.519740, 5
53, 4, 1, 108.519740, 12
55, 4, 1, 108.353022, 4
55, 4, 2, 107.532729, 3
56, 4, 1, 108.588784, 1
56, 4, 1, 108.588784, 18
57, 4, 1, 106.988042, 2
57, 4, 1, 106.988042, 6
58, 4, 1, 108.283279, 2
58, 4, 2, 109.124855, 5
59, 4, 1, 105.731900, 7
59, 4, 1, 105.731900, 11
60, 4, 1, 106.165721, 9
60, 4, 1, 106.165721, 9
62, 4, 2, 104.889274, 5
63, 4, 1, 104.855530, 1
63, 4, 2, 105.311151, 5
63, 4, 2, 105.311151, 14
65, 4, 1, 106.785473, 6
65, 4, 1, 106.785473, 10
66, 4, 2, 109.212745, 10
66, 4, 2, 109.212745, 4
68, 4, 1, 104.926903, 10
68, 4, 2, 109.339069, 6
68, 4, 2, 109.339069, 8
70, 4, 1, 105.835227, 5
70, 4, 2, 107.397268, 6
71, 4, 1, 105.564175, 1
71, 4, 1, 105.564175, 19
73, 4, 2, 104.959664, 1
73, 4, 2, 104.959664, 6
75, 4, 2, 106.245900, 14
75, 4, 2, 106.245900, 4
77, 4, 2, 106.392958, 9
78, 4, 1, 108.281168, 7
79, 4, 1, 109.108454, 18
79, 4, 2, 107.085652, 2
79, 4, 2, 107.085652, 13
81, 4, 2, 105.853732, 7
81, 4, 2, 105.853732, 13
82, 4, 2, 107.605936, 7
82, 4, 2, 107.605936, 6
84, 4, 1, 106.648211, 14
84, 4, 1, 106.648211, 5
86, 4, 1, 107.133327, 5
86, 4, 2, 107.636105, 10
86, 4, 2, 107.636105, 2
87, 4, 2, 109.918058, 18
89, 4, 1, 105.239386, 7
89, 4, 2, 106.250525, 7
90, 4, 1, 106.165151, 6
90, 4, 1, 106.165151, 3
91, 4, 2, 106.530392, 17
91, 4, 2, 106.530392, 3
92, 4, 2, 108.353095, 9
93, 4, 1, 105.897015, 8
93, 4, 1, 105.897015, 3
95, 4, 2, 106.079964, 7
96, 4, 1, 105.754468, 10
96, 4, 1, 105.754468, 3
97, 4, 2, 109.114100, 3
98, 4, 1, 109.231087, 11
98, 4, 2, 106.721586, 3
98, 4, 2, 106.721586, 7
99, 4, 2, 107.695079, 10
100, 4, 1, 106.893292, 3
100, 4, 1, 106.893292, 3
101, 4, 1, 109.756015, 10
101, 4, 2, 109.981626, 7
101, 4, 2, 109.981626, 2
103, 4, 1, 105.312906, 15
103, 4, 2, 108.953518, 3
103, 4, 2, 108.953518, 15
104, 4, 2, 107.575936, 5
104, 4, 2, 107.575936, 8
105, 4, 2, 108.309086, 12
105, 4, 2, 108.309086, 5
107, 4, 1, 108.931988, 15
107, 4, 1, 108.931988, 4
108, 4, 2, 104.509137, 9
109, 4, 1, 106.724159, 1
109, 4, 2, 107.843729, 6
109, 4, 2, 107.843729, 12
110, 4, 2, 109.532943, 8
110, 4, 2, 109.532943, 6
112, 4, 2, 108.667113, 14
112, 4, 2, 108.667113, 5
114, 4, 2, 105.603657, 15
114, 4, 2, 105.603657, 3
115, 4, 2, 104.647977, 7
116, 4, 1, 106.512893, 5
116, 4, 2, 105.818346, 1
117, 4, 1, 104.725905, 4
117, 4, 1, 104.725905, 10
118, 4, 2, 108.248733, 10
118, 4, 2, 108.248733, 1
119, 4, 2, 105.176274, 14
120, 4, 1, 106.195232, 4
120, 4, 2, 106.444569, 1
120, 4, 2, 106.444569, 17
122, 4, 1, 105.392761, 3
122, 4, 1, 105.392761, 13
123, 4, 1, 106.890132, 7
123, 4, 1, 106.890132, 5
124, 4, 1, 109.474325, 13
124, 4, 2, 106.820575, 2
124, 4, 2, 106.820575, 16
126, 4, 1, 108.183718, 4
126, 4, 1, 108.183718, 2
127, 4, 1, 105.807696, 12
127, 4, 2, 106.316198, 6
127, 4, 2, 106.316198, 5
129, 4, 2, 108.791518, 9
130, 4, 1, 104.563020, 3
130, 4, 2, 109.820698, 3
131, 4, 2, 105.212802, 15
132, 4, 1, 105.562819, 5
132, 4, 1, 105.562819, 7
133, 4, 2, 108.911648, 13
133, 4, 2, 108.911648, 1
135, 4, 1, 106.887294, 15
135, 4, 2, 109.183220, 4
135, 4, 2, 109.183220, 9
137, 4, 1, 105.505614, 11
137, 4, 1, 105.505614, 7
138, 4, 1, 104.939052, 3
138, 4, 2, 107.915150, 10
138, 4, 2, 107.915150, 6
140, 4, 1, 106.682855, 9
140, 4, 2, 106.188697, 5
140, 4, 2, 106.188697, 14
142, 4, 2, 105.852497, 6
142, 4, 2, 105.852497, 5
144, 4, 1, 104.496901, 10
144, 4, 2, 106.388969, 1
145, 4, 1, 109.282606, 4
145, 4, 1, 109.282606, 6
146, 4, 1, 104.920772, 2
146, 4, 2, 107.008177, 12
146, 4, 2, 107.008177, 5
148, 4, 1, 106.749492, 12
148, 4, 2, 108.326244, 3
148, 4, 2, 108.326244, 17
149, 4, 2, 107.209533, 3
149, 4, 2, 107.209533, 9
151, 4, 1, 108.764143, 11
151, 4, 1, 108.764143, 2
153, 4, 1, 109.798861, 15
153, 4, 2, 107.284370, 3
155, 4, 1, 108.963187, 18
155, 4, 2, 106.753998, 2
155, 4, 2, 106.753998, 15
157, 4, 1, 107.817341, 5
157, 4, 1, 107.817341, 5
159, 4, 1, 105.996818, 15
159, 4, 1, 105.996818, 4
160, 4, 1, 105.256476, 13
160, 4, 2, 105.020551, 2
161, 4, 1, 105.896100, 1
161, 4, 1, 105.896100, 18
163, 4, 1, 105.254219, 2
163, 4, 1, 105.254219, 3
164, 4, 1, 107.546434, 17
164, 4, 1, 107.546434, 2
165, 4, 1, 108.894331, 15
165, 4, 2, 107.217538, 3
165, 4, 2, 107.217538, 2
167, 4, 2, 109.554078, 18
167, 4, 2, 109.554078, 2
169, 4, 1, 105.330051, 10
169, 4, 2, 108.729424, 8
169, 4, 2, 108.729424, 10
172, 4, 1, 108.399957, 10
172, 4, 1, 108.399957, 7
173, 4, 2, 106.027576, 8
174, 4, 1, 106.805163, 5
174, 4, 1, 106.805163, 12
175, 4, 2, 105.695096, 4
176, 4, 1, 108.488344, 4
176, 4, 1, 108.488344, 11
178, 4, 1, 105.821689, 3
178, 4, 2, 108.219085, 2
179, 4, 1, 106.068125, 4
179, 4, 1, 106.068125, 11
180, 4, 1, 108.479915, 4
180, 4, 2, 107.169963, 5
180, 4, 2, 107.169963, 9
181, 4, 2, 106.230836, 11
181, 4, 2, 106.230836, 1
183, 4, 1, 105.362317, 1
183, 4, 2, 104.938368, 6
184, 4, 1, 107.253577, 12
184, 4, 1, 107.253577, 3
185, 4, 1, 109.814002, 15
185, 4, 2, 105.202237, 2
185, 4, 2, 105.202237, 11
187, 4, 1, 109.221164, 5
187, 4, 2, 109.197775, 4
187, 4, 2, 109.197775, 15
189, 4, 1, 106.858620, 5
189, 4, 1, 106.858620, 14
190, 4, 1, 107.010990, 3
190, 4, 2, 106.700509, 3
190, 4, 2, 106.700509, 11
191, 4, 2, 104.954719, 9
191, 4, 2, 104.954719, 6
193, 4, 1, 106.644828, 7
193, 4, 2, 108.336936, 5
194, 4, 1, 108.265306, 2
194, 4, 1, 108.265306, 4
195, 4, 1, 109.206161, 16
195, 4, 1, 109.206161, 4
196, 4, 1, 105.803789, 15
196, 4, 2, 107.053978, 1
196, 4, 2, 107.053978, 7
198, 4, 2, 109.563812, 9
199, 4, 1, 108.686161, 4
199, 4, 1, 108.686161, 11
200, 4, 2, 105.275032, 9
200, 4, 2, 105.275032, 6
202, 4, 1, 104.626505, 3
202, 4, 2, 107.980915, 11
202, 4, 2, 107.980915, 6
204, 4, 1, 105.030191, 14
204, 4, 1, 105.030191, 6
205, 4, 1, 108.340795, 13
205, 4, 2, 108.973518, 1
205, 4, 2, 108.973518, 9
206, 4, 2, 106.145293, 6
207, 4, 1, 105.986632, 5
207, 4, 1, 105.986632, 7
209, 4, 1, 104.648686, 5
209, 4, 2, 104.957277, 8
209, 4, 2, 104.957277, 12
210, 4, 2, 107.485436, 8
210, 4, 2, 107.485436, 10
211, 4, 2, 104.941433, 10
211, 4, 2, 104.941433, 10
213, 4, 2, 104.671805, 9
214, 4, 1, 106.768356, 1
214, 4, 1, 106.768356, 2
215, 4, 1, 107.303382, 14
215, 4, 2, 109.912291, 4
216, 4, 2, 108.437520, 1
217, 4, 1, 107.035647, 13
217, 4, 2, 108.252069, 6
217, 4, 2, 108.252069, 2
219, 4, 1, 107.437910, 7
219, 4, 2, 106.937056, 11
219, 4, 2, 106.937056, 1
221, 4, 1, 104.555642, 3
221, 4, 2, 104.643152, 11
222, 4, 1, 106.840252, 5
222, 4, 1, 106.840252, 1
223, 4, 1, 105.229944, 8
223, 4, 2, 108.585949, 11
223, 4, 2, 108.585949, 1
224, 4, 2, 106.030824, 14
225, 4, 1, 109.909906, 5
225, 4, 1, 109.909906, 12
226, 4, 2, 107.598219, 2
227, 4, 1, 106.322030, 6
227, 4, 1, 106.322030, 13
229, 4, 1, 105.894364, 7
229, 4, 1, 105.894364, 1
230, 4, 2, 108.353582, 12
231, 4, 1, 107.668473, 7
231, 4, 1, 107.668473, 12
232, 4, 2, 104.657550, 8
232, 4, 2, 104.657550, 11
233, 4, 2, 109.688589, 7
234, 4, 1, 108.733380, 2
234, 4, 1, 108.733380, 1
235, 4, 1, 109.534355, 3
235, 4, 2, 107.144425, 2
236, 4, 1, 104.726387, 5
236, 4, 2, 106.531658, 9
236, 4, 2, 106.531658, 8
238, 4, 2, 109.916412, 1
239, 4, 1, 108.390470, 3
239, 4, 2, 106.683587, 8
239, 4, 2, 106.683587, 1
240, 4, 2, 108.322695, 2
241, 4, 1, 109.932538, 17
242, 4, 2, 106.805712, 3
243, 4, 1, 107.844415, 17
243, 4, 1, 107.844415, 1
244, 4, 1, 109.565443, 12
244, 4, 2, 106.713546, 7
244, 4, 2, 106.713546, 9
245, 4, 2, 105.618167, 10
246, 4, 1, 109.884656, 1
246, 4, 1, 109.884656, 18
247, 4, 1, 108.452828, 2
247, 4, 1, 108.452828, 10
248, 4, 2, 107.933109, 10
248, 4, 2, 107.933109, 10
249, 4, 2, 105.766928, 10
249, 4, 2, 105.766928, 10
250, 4, 2, 105.434567, 1
251, 4, 1, 105.461848, 9
251, 4, 1, 105.461848, 1
252, 4, 2, 109.610749, 4
253, 4, 1, 108.350013, 8
253, 4, 2, 105.870406, 4
254, 4, 1, 106.036832, 3
254, 4, 1, 106.036832, 9
255, 4, 2, 106.424071, 11
255, 4, 2, 106.424071, 1
257, 4, 2, 107.985448, 14
258, 4, 1, 104.915217, 5
258, 4, 1, 104.915217, 12
260, 4, 1, 107.039992, 8
260, 4, 1, 107.039992, 9
262, 4, 1, 104.838641, 7
262, 4, 2, 104.880419, 4
262, 4, 2, 104.880419, 16
264, 4, 2, 109.130344, 4
264, 4, 2, 109.130344, 15
266, 4, 1, 105.151759, 5
266, 4, 1, 105.151759, 10
268, 4, 2, 106.168529, 8
269, 4, 1, 105.765766, 2
269, 4, 1, 105.765766, 5
270, 4, 2, 106.842991, 1
271, 4, 1, 104.532645, 14
271, 4, 1, 104.532645, 2
272, 4, 1, 105.864133, 13
272, 4, 2, 104.927343, 5
272, 4, 2, 104.927343, 13
273, 4, 2, 107.745280, 7
273, 4, 2, 107.745280, 4
275, 4, 1, 105.000130, 5
275, 4, 2, 107.361445, 11
275, 4, 2, 107.361445, 6
277, 4, 2, 106.423198, 12
278, 4, 1, 106.314715, 2
278, 4, 1, 106.314715, 10
279, 4, 2, 108.816820, 10
279, 4, 2, 108.816820, 9
280, 4, 2, 108.713196, 11
280, 4, 2, 108.713196, 1
281, 4, 2, 106.543325, 18
282, 4, 1, 109.183141, 1
282, 4, 1, 109.183141, 4
284, 4, 1, 107.778526, 16
284, 4, 1, 107.778526, 4
285, 4, 2, 107.252455, 8
286, 4, 1, 104.710956, 8
286, 4, 1, 104.710956, 3
287, 4, 1, 107.549044, 16
287, 4, 2, 108.730123, 1
287, 4, 2, 108.730123, 2
289, 4, 1, 104.563051, 8
289, 4, 2, 109.914215, 10
289, 4, 2, 109.914215, 7
290, 4, 2, 104.717998, 4
291, 4, 1, 105.636234, 9
291, 4, 1, 105.636234, 7
292, 4, 2, 109.512938, 5
293, 4, 1, 105.166693, 8
